TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,CRIME_CATEGORY
Break and Enter Commercial,2020,7,17,5,53,12XX HAMILTON ST,Central Business District,491023.1833,5457972.2888,Commercial
Break and Enter Commercial,2020,1,7,5,15,12XX HAMILTON ST,Central Business District,491025.3357,5457974.4342,Commercial
Break and Enter Commercial,2020,1,17,3,43,12XX HAMILTON ST,Central Business District,491025.3357,5457974.4342,Commercial
Break and Enter Commercial,2020,3,2,23,0,12XX HAMILTON ST,Central Business District,491044.7073,5457993.7428,Commercial
Break and Enter Commercial,2020,12,18,19,33,12XX HARO ST,West End,490610.5416,5459264.9136,Commercial
Break and Enter Commercial,2020,10,24,6,51,12XX HARO ST,West End,490632.6409,5459230.3996,Commercial
Break and Enter Commercial,2020,9,5,0,0,12XX HARWOOD ST,West End,490134.3732,5458638.113,Commercial
Break and Enter Commercial,2020,9,8,22,7,12XX HARWOOD ST,West End,490134.3732,5458638.113,Commercial
Break and Enter Commercial,2020,9,7,2,0,12XX HOMER ST,Central Business District,490935.5704,5457957.1335,Commercial
Break and Enter Commercial,2020,4,28,20,31,12XX HOMER ST,Central Business District,490949.2527,5457983.8275,Commercial
Break and Enter Commercial,2020,10,5,22,30,12XX HOMER ST,Central Business District,490958.6993,5457993.311,Commercial
Break and Enter Commercial,2020,4,9,1,30,12XX HOMER ST,Central Business District,490977.7327,5458012.4197,Commercial
Break and Enter Commercial,2020,2,19,19,0,12XX HOMER ST,Central Business District,491003.1105,5458037.8979,Commercial
Break and Enter Commercial,2020,9,5,2,6,12XX HOMER ST,Central Business District,491003.1105,5458037.8979,Commercial
Break and Enter Commercial,2020,9,14,7,10,12XX HORNBY ST,Central Business District,490677.7218,5458404.4543,Commercial
Break and Enter Commercial,2020,5,25,16,0,12XX HOWE ST,Central Business District,490670.6282,5458274.6947,Commercial
Break and Enter Commercial,2020,8,3,9,34,12XX HOWE ST,Central Business District,490670.6282,5458274.6947,Commercial
Break and Enter Commercial,2020,1,25,20,5,12XX HOWE ST,Central Business District,490735.2885,5458339.4652,Commercial
Break and Enter Commercial,2020,1,31,4,20,12XX HOWE ST,Central Business District,490735.2885,5458339.4652,Commercial
Break and Enter Commercial,2020,8,18,4,48,12XX HOWE ST,Central Business District,490735.2885,5458339.4652,Commercial
Break and Enter Commercial,2020,4,3,19,55,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494243.2163,5455443.7734,Commercial
Break and Enter Commercial,2020,11,27,19,30,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494243.2163,5455443.7734,Commercial
Break and Enter Commercial,2020,4,8,9,48,12XX LAMEYS MILL RD,Fairview,490392.0183,5457112.6649,Commercial
Break and Enter Commercial,2020,10,26,15,50,12XX MAIN ST,Central Business District,492717.8328,5457907.3966,Commercial
Break and Enter Commercial,2020,2,4,3,47,12XX MARINASIDE CRES,Central Business District,491202.3906,5457736.0027,Commercial
Break and Enter Commercial,2020,2,5,5,0,12XX MELVILLE ST,Central Business District,490884.6131,5459551.5798,Commercial
Break and Enter Commercial,2020,2,17,20,34,12XX MELVILLE ST,Central Business District,490884.6131,5459551.5798,Commercial
Break and Enter Commercial,2020,10,2,18,0,12XX MELVILLE ST,Central Business District,490884.6131,5459551.5798,Commercial
Break and Enter Commercial,2020,1,21,2,51,12XX MELVILLE ST,Central Business District,490918.957,5459505.4848,Commercial
Break and Enter Commercial,2020,2,3,2,45,12XX MELVILLE ST,Central Business District,490918.957,5459505.4848,Commercial
Break and Enter Commercial,2020,2,23,4,15,12XX MELVILLE ST,Central Business District,490918.957,5459505.4848,Commercial
Break and Enter Commercial,2020,8,20,2,29,12XX NANAIMO ST,Grandview-Woodland,495879.7897,5457891.8747,Commercial
Break and Enter Commercial,2020,5,17,13,28,12XX NELSON ST,West End,490461.3512,5459087.382,Commercial
Break and Enter Commercial,2020,9,30,1,45,12XX NICOLA ST,West End,489885.3864,5458964.5388,Commercial
Break and Enter Commercial,2020,5,12,5,12,12XX NICOLA ST,West End,489939.8289,5459018.4934,Commercial
Break and Enter Commercial,2020,4,28,11,0,12XX PACIFIC BLVD,Central Business District,491107.9405,5457915.3814,Commercial
Break and Enter Commercial,2020,1,2,6,46,12XX PACIFIC ST,West End,490050.2021,5458577.4518,Commercial
Break and Enter Commercial,2020,3,11,7,35,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.9074,Commercial
Break and Enter Commercial,2020,7,1,17,0,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.9074,Commercial
Break and Enter Commercial,2020,9,23,20,0,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.9074,Commercial
Break and Enter Commercial,2020,3,25,2,40,12XX RICHARDS ST,Central Business District,490927.5588,5458104.6761,Commercial
Break and Enter Commercial,2020,7,13,0,45,12XX RICHARDS ST,Central Business District,490927.5588,5458104.6761,Commercial
Break and Enter Commercial,2020,2,25,19,45,12XX ROBSON ST,West End,490707.6689,5459320.5799,Commercial
Break and Enter Commercial,2020,11,24,6,9,12XX ROBSON ST,West End,490739.482,5459288.7975,Commercial
Break and Enter Commercial,2020,10,26,21,22,12XX SEYMOUR ST,Central Business District,490806.8322,5458106.8447,Commercial
Break and Enter Commercial,2020,11,6,3,51,12XX SEYMOUR ST,Central Business District,490806.8322,5458106.8447,Commercial
Break and Enter Commercial,2020,3,10,16,0,12XX VICTORIA DR,Grandview-Woodland,495226.6851,5457861.7611,Commercial
Break and Enter Commercial,2020,1,8,0,50,12XX W 14TH AVE,Fairview,490283.8121,5456233.1604,Commercial
Break and Enter Commercial,2020,1,20,22,0,12XX W 14TH AVE,Fairview,490334.406,5456240.9648,Commercial
Break and Enter Commercial,2020,4,7,22,0,12XX W 14TH AVE,Fairview,490413.0799,5456238.8767,Commercial
Break and Enter Commercial,2020,5,29,4,30,12XX W 15TH AVE,Fairview,490370.5515,5456138.2675,Commercial
Break and Enter Commercial,2020,7,7,4,21,18XX GREER AVE,Kitsilano,489272.6809,5457869.0586,Commercial
Break and Enter Commercial,2020,3,25,2,0,18XX GREER AVE,Kitsilano,489341.2389,5457871.4488,Commercial
Break and Enter Commercial,2020,2,5,17,30,18XX MAST TOWER RD,Fairview,490104.8403,5457634.5923,Commercial
Break and Enter Commercial,2020,10,9,12,46,18XX MORTON AVE,West End,489679.2563,5459482.2713,Commercial
Break and Enter Commercial,2020,8,13,7,0,18XX NAPIER ST,Grandview-Woodland,495137.3144,5458007.8653,Commercial
Break and Enter Commercial,2020,1,21,4,59,18XX NELSON ST,West End,489913.3765,5459647.8294,Commercial
Break and Enter Commercial,2020,2,3,0,0,18XX NELSON ST,West End,489913.3765,5459647.8294,Commercial
Break and Enter Commercial,2020,4,15,5,20,18XX PANDORA ST,Grandview-Woodland,495081.2213,5458920.6364,Commercial
Break and Enter Commercial,2020,3,10,0,0,18XX PANDORA ST,Grandview-Woodland,495095.8649,5458929.5681,Commercial
Break and Enter Commercial,2020,1,13,23,38,18XX PANDORA ST,Grandview-Woodland,495208.1874,5458918.7874,Commercial
Break and Enter Commercial,2020,6,8,4,0,18XX POWELL ST,Grandview-Woodland,495044.9928,5459062.5069,Commercial
Break and Enter Commercial,2020,6,29,23,38,18XX POWELL ST,Grandview-Woodland,495190.167,5459111.6211,Commercial
Break and Enter Commercial,2020,4,7,3,1,18XX QUEBEC ST,Mount Pleasant,492531.6106,5457360.5934,Commercial
Break and Enter Commercial,2020,1,5,0,16,18XX RENFREW ST,Hastings-Sunrise,496784.8601,5457225.878,Commercial
Break and Enter Commercial,2020,1,5,22,30,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.3718,Commercial
Break and Enter Commercial,2020,1,12,1,19,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.3718,Commercial
Break and Enter Commercial,2020,1,20,23,40,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.3718,Commercial
Break and Enter Commercial,2020,2,9,5,3,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.3718,Commercial
Break and Enter Commercial,2020,11,3,5,30,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.3718,Commercial
Break and Enter Commercial,2020,11,17,2,53,18XX ROBSON ST,West End,490069.9569,5459951.9127,Commercial
Break and Enter Commercial,2020,1,9,18,31,18XX SPYGLASS PL,Fairview,491610.5503,5457446.3125,Commercial
Break and Enter Commercial,2020,2,29,0,0,18XX W 16TH AVE,Kitsilano,489355.9965,5456061.2722,Commercial
Break and Enter Commercial,2020,11,24,1,0,18XX W 1ST AVE,Kitsilano,489332.8623,5457562.1744,Commercial
Break and Enter Commercial,2020,1,30,18,0,18XX W 1ST AVE,Kitsilano,489358.6019,5457561.5021,Commercial
Break and Enter Commercial,2020,4,13,14,30,18XX W 1ST AVE,Kitsilano,489394.7599,5457551.3658,Commercial
Break and Enter Commercial,2020,11,7,4,36,18XX W 4TH AVE,Kitsilano,489265.2275,5457268.0547,Commercial
Break and Enter Commercial,2020,11,21,6,18,18XX W 4TH AVE,Kitsilano,489265.2275,5457268.0547,Commercial
Break and Enter Commercial,2020,10,14,13,7,18XX W 4TH AVE,Kitsilano,489354.1278,5457265.598,Commercial
Break and Enter Commercial,2020,3,9,4,8,18XX W 4TH AVE,Kitsilano,489377.4017,5457255.807,Commercial
Break and Enter Commercial,2020,9,7,23,30,18XX W 5TH AVE,Kitsilano,489304.0798,5457163.0442,Commercial
Break and Enter Commercial,2020,7,20,15,18,18XX W 5TH AVE,Kitsilano,489349.2687,5457162.0574,Commercial
Break and Enter Commercial,2020,2,9,8,10,18XX W 7TH AVE,Kitsilano,489356.0525,5456981.99,Commercial
Break and Enter Commercial,2020,9,7,0,0,18XX W 8TH AVE,Kitsilano,489350.6976,5456890.9764,Commercial
Break and Enter Commercial,2020,12,4,3,19,18XX YEW ST,Kitsilano,488721.7026,5457407.8633,Commercial
Break and Enter Commercial,2020,1,21,1,26,18XX YORK AVE,Kitsilano,489270.1477,5457651.23,Commercial
Break and Enter Commercial,2020,2,15,10,13,15XX W 10TH AVE,Fairview,489786.1906,5456669.9732,Commercial
Break and Enter Commercial,2020,4,10,9,47,15XX W 10TH AVE,Fairview,489786.1906,5456669.9732,Commercial
Break and Enter Commercial,2020,4,14,0,43,15XX W 10TH AVE,Fairview,489786.1906,5456669.9732,Commercial
Break and Enter Commercial,2020,5,5,12,0,15XX W 10TH AVE,Fairview,489786.1906,5456669.9732,Commercial
Break and Enter Commercial,2020,9,18,3,0,15XX W 11TH AVE,Fairview,489823.9693,5456565.0985,Commercial
Break and Enter Commercial,2020,1,3,23,30,15XX W 12TH AVE,Fairview,489886.5803,5456462.8703,Commercial
Break and Enter Commercial,2020,2,22,19,40,15XX W 14TH AVE,Fairview,489850.3034,5456254.4981,Commercial
Break and Enter Commercial,2020,6,2,9,24,15XX W 16TH AVE,Fairview,489741.3144,5456050.4371,Commercial
Break and Enter Commercial,2020,10,1,10,29,15XX W 16TH AVE,Fairview,489783.6318,5456049.1796,Commercial
Break and Enter Commercial,2020,8,10,19,30,15XX W 35TH AVE,Shaughnessy,489788.0507,5454148.0434,Commercial
Break and Enter Commercial,2020,1,20,14,53,15XX W 3RD AVE,Fairview,489819.7876,5457352.4777,Commercial
Break and Enter Commercial,2020,4,18,0,0,15XX W 3RD AVE,Fairview,489820.7469,5457343.3052,Commercial
Break and Enter Commercial,2020,11,27,4,50,15XX W 3RD AVE,Fairview,489820.7469,5457343.3052,Commercial
Break and Enter Commercial,2020,3,9,3,0,15XX W 49TH AVE,Kerrisdale,489753.3242,5452693.9914,Commercial
Break and Enter Commercial,2020,5,5,12,42,15XX W 57TH AVE,Kerrisdale,489610.323,5451859.8617,Commercial
Break and Enter Commercial,2020,8,22,7,52,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.9249,Commercial
Break and Enter Commercial,2020,2,8,20,30,15XX W 6TH AVE,Fairview,489876.1294,5457061.894,Commercial
Break and Enter Commercial,2020,5,12,21,0,15XX W 71ST AVE,Marpole,489558.2751,5450494.4423,Commercial
Break and Enter Commercial,2020,5,11,8,34,15XX W 75TH AVE,Marpole,489607.6616,5450190.207,Commercial
Break and Enter Commercial,2020,9,20,8,15,15XX W 75TH AVE,Marpole,489620.6981,5450185.2128,Commercial
Break and Enter Commercial,2020,4,29,19,35,15XX W 7TH AVE,Fairview,489803.8257,5456961.0997,Commercial
Break and Enter Commercial,2020,2,9,21,30,15XX W 7TH AVE,Fairview,489806.5342,5456960.9407,Commercial
Break and Enter Commercial,2020,2,10,1,35,15XX W 7TH AVE,Fairview,489813.8887,5456969.9862,Commercial
Break and Enter Commercial,2020,3,21,17,0,15XX W 7TH AVE,Fairview,489813.8887,5456969.9862,Commercial
Break and Enter Commercial,2020,11,12,5,45,15XX W 7TH AVE,Fairview,489813.8887,5456969.9862,Commercial
Break and Enter Commercial,2020,12,31,6,50,15XX W 7TH AVE,Fairview,489813.8887,5456969.9862,Commercial
Break and Enter Commercial,2020,10,26,22,23,15XX W 8TH AVE,Fairview,489769.1783,5456868.6879,Commercial
Break and Enter Commercial,2020,3,21,1,20,15XX W 8TH AVE,Fairview,489772.0271,5456868.6126,Commercial
Break and Enter Commercial,2020,12,6,13,44,15XX W 8TH AVE,Fairview,489775.9518,5456877.6559,Commercial
Break and Enter Commercial,2020,12,20,9,30,15XX W 8TH AVE,Fairview,489828.2043,5456876.2731,Commercial
Break and Enter Commercial,2020,12,28,17,0,15XX W 8TH AVE,Fairview,489828.2043,5456876.2731,Commercial
Break and Enter Commercial,2020,6,26,1,10,15XX W 8TH AVE,Fairview,489865.8314,5456866.1299,Commercial
Break and Enter Commercial,2020,11,9,11,57,15XX W BROADWAY AV,Fairview,489864.4553,5456773.2042,Commercial
Break and Enter Commercial,2020,8,30,4,17,15XX W BROADWAY AVE,Fairview,489755.1151,5456775.0871,Commercial
Break and Enter Commercial,2020,3,31,6,2,15XX W BROADWAY AVE,Fairview,489830.7002,5456764.6397,Commercial
Break and Enter Commercial,2020,8,30,23,0,15XX W BROADWAY AVE,Fairview,489896.5634,5456763.5051,Commercial
Break and Enter Commercial,2020,1,5,14,9,15XX W BROADWAY AVE,Fairview,489906.6006,5456772.4781,Commercial
Break and Enter Commercial,2020,3,15,21,41,15XX W GEORGIA ST,Central Business District,490530.1903,5459746.0541,Commercial
Break and Enter Commercial,2020,10,10,21,37,15XX W HASTINGS ST,Central Business District,490644.4842,5459767.5831,Commercial
Break and Enter Commercial,2020,9,27,2,40,15XX W PENDER ST,Central Business District,490557.4066,5459743.7177,Commercial
Break and Enter Commercial,2020,2,9,20,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244,Commercial
Break and Enter Commercial,2020,5,13,11,57,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244,Commercial
Break and Enter Commercial,2020,5,16,0,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244,Commercial
Break and Enter Commercial,2020,9,24,2,22,16XX BARCLAY ST,West End,490155.2611,5459549.3074,Commercial
Break and Enter Commercial,2020,12,29,17,2,16XX BAYSHORE DR,Central Business District,490485.6215,5459925.5951,Commercial
Break and Enter Commercial,2020,2,5,9,22,16XX BAYSHORE DR,Central Business District,490555.3558,5459895.7424,Commercial
Break and Enter Commercial,2020,2,12,7,57,16XX BAYSHORE DR,Central Business District,490555.3558,5459895.7424,Commercial
Break and Enter Commercial,2020,8,5,7,0,16XX BAYSHORE DR,Central Business District,490555.3558,5459895.7424,Commercial
Break and Enter Commercial,2020,8,21,5,0,16XX BAYSHORE DR,Central Business District,490555.3558,5459895.7424,Commercial
Break and Enter Commercial,2020,2,14,10,32,16XX BURNABY ST,West End,489775.5065,5459146.2783,Commercial
Break and Enter Commercial,2020,2,20,10,6,16XX BURNABY ST,West End,489775.5065,5459146.2783,Commercial
Break and Enter Commercial,2020,3,5,20,4,16XX BURNABY ST,West End,489775.5065,5459146.2783,Commercial
Break and Enter Commercial,2020,4,27,13,0,16XX BURNABY ST,West End,489807.2985,5459115.2443,Commercial
Break and Enter Commercial,2020,5,7,20,0,16XX COMMERCIAL DR,Grandview-Woodland,494927.9092,5457486.6796,Commercial
Break and Enter Commercial,2020,1,9,7,44,16XX COTTON DR,Grandview-Woodland,494788.9762,5457465.9944,Commercial
Break and Enter Commercial,2020,8,24,10,10,16XX COTTON DR,Grandview-Woodland,494788.9762,5457465.9944,Commercial
Break and Enter Commercial,2020,10,17,3,0,16XX CYPRESS ST,Kitsilano,489238.8672,5457586.1275,Commercial
Break and Enter Commercial,2020,11,20,23,0,16XX CYPRESS ST,Kitsilano,489238.8672,5457586.1275,Commercial
Break and Enter Commercial,2020,4,11,0,0,16XX CYPRESS ST,Kitsilano,489247.5913,5457570.8175,Commercial
Break and Enter Commercial,2020,4,14,3,45,16XX CYPRESS ST,Kitsilano,489247.6646,5457573.4645,Commercial
Break and Enter Commercial,2020,5,8,3,13,16XX CYPRESS ST,Kitsilano,489247.6646,5457573.4645,Commercial
Break and Enter Commercial,2020,9,28,9,46,16XX DAVIE ST,West End,489834.5511,5459246.8882,Commercial
Break and Enter Commercial,2020,12,28,3,6,16XX DAVIE ST,West End,489845.372,5459249.0066,Commercial
Break and Enter Commercial,2020,5,13,7,47,16XX DAVIE ST,West End,489854.2214,5459227.253,Commercial
Break and Enter Commercial,2020,5,9,18,45,16XX DAVIE ST,West End,489871.1197,5459223.3048,Commercial
Break and Enter Commercial,2020,12,29,21,0,16XX DAVIE ST,West End,489871.1197,5459223.3048,Commercial
Break and Enter Commercial,2020,12,25,0,15,16XX DAVIE ST,West End,489904.2437,5459190.2393,Commercial
Break and Enter Commercial,2020,11,8,10,30,16XX E 13TH AVE,Kensington-Cedar Cottage,494783.307,5456211.9367,Commercial
Break and Enter Commercial,2020,7,15,2,0,16XX E 13TH AVE,Kensington-Cedar Cottage,494890.1791,5456220.7532,Commercial
Break and Enter Commercial,2020,7,19,17,5,16XX E 13TH AVE,Kensington-Cedar Cottage,494890.1791,5456220.7532,Commercial
Break and Enter Commercial,2020,5,15,22,30,16XX E 2ND AVE,Grandview-Woodland,494875.6828,5457334.2856,Commercial
Break and Enter Commercial,2020,7,7,3,0,16XX E 2ND AVE,Grandview-Woodland,494875.8102,5457334.2837,Commercial
Break and Enter Commercial,2020,5,15,1,44,16XX E 4TH AVE,Grandview-Woodland,494833.5907,5457131.2908,Commercial
Break and Enter Commercial,2020,8,15,19,0,16XX E 5TH AVE,Grandview-Woodland,494809.1256,5457033.6522,Commercial
Break and Enter Commercial,2020,9,17,14,0,16XX E BROADWAY AVE,Grandview-Woodland,494869.7445,5456625.7217,Commercial
Break and Enter Commercial,2020,12,14,14,30,16XX E HASTINGS ST,Grandview-Woodland,494738.2158,5458732.978,Commercial
Break and Enter Commercial,2020,10,15,4,54,16XX E HASTINGS ST,Grandview-Woodland,494752.4299,5458723.3847,Commercial
Break and Enter Commercial,2020,4,13,21,15,16XX E HASTINGS ST,Grandview-Woodland,494815.0001,5458721.4259,Commercial
Break and Enter Commercial,2020,1,31,11,19,16XX E PENDER ST,Grandview-Woodland,494792.0881,5458622.9092,Commercial
Break and Enter Commercial,2020,2,1,11,19,16XX E PENDER ST,Grandview-Woodland,494792.0881,5458622.9092,Commercial
Break and Enter Commercial,2020,1,13,21,0,16XX GRANT ST,Grandview-Woodland,494841.9671,5457627.3628,Commercial
Break and Enter Commercial,2020,1,14,17,0,16XX GRANVILLE ST,Central Business District,490419.584,5457877.1578,Commercial
Break and Enter Commercial,2020,5,24,0,52,16XX GRANVILLE ST,Central Business District,490419.584,5457877.1578,Commercial
Break and Enter Commercial,2020,6,9,0,6,16XX GRANVILLE ST,Central Business District,490419.584,5457877.1578,Commercial
Break and Enter Commercial,2020,7,11,3,54,16XX GRANVILLE ST,Central Business District,490419.584,5457877.1578,Commercial
Break and Enter Commercial,2020,2,8,4,3,16XX HARO ST,West End,490276.9838,5459596.921,Commercial
Break and Enter Commercial,2020,10,6,18,45,16XX HARO ST,West End,490282.5213,5459577.9292,Commercial
Break and Enter Commercial,2020,10,24,18,0,16XX HORNBY ST,Central Business District,490299.2806,5458037.7311,Commercial
Break and Enter Commercial,2020,9,10,5,45,16XX HOWE ST,Central Business District,490355.2593,5457945.5331,Commercial
Break and Enter Commercial,2020,12,16,5,59,16XX HOWE ST,Central Business District,490355.2593,5457945.5331,Commercial
Break and Enter Commercial,2020,3,1,4,46,16XX JOHNSTON ST,Fairview,490122.6096,5457769.056,Commercial
Break and Enter Commercial,2020,3,23,10,25,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494847.0706,5455010.0983,Commercial
Break and Enter Commercial,2020,1,31,3,26,16XX MAIN ST,Mount Pleasant,492667.7998,5457532.7678,Commercial
Break and Enter Commercial,2020,2,8,6,48,16XX MAIN ST,Mount Pleasant,492670.633,5457564.2623,Commercial
Break and Enter Commercial,2020,9,21,0,0,16XX MANITOBA ST,Mount Pleasant,492238.2558,5457561.0829,Commercial
Break and Enter Commercial,2020,10,18,16,0,16XX NELSON ST,West End,490043.7788,5459500.6572,Commercial
Break and Enter Commercial,2020,3,20,0,0,16XX NELSON ST,West End,490088.6014,5459469.0356,Commercial
Break and Enter Commercial,2020,9,14,19,0,16XX ONTARIO ST,Mount Pleasant,492385.0288,5457533.6844,Commercial
Break and Enter Commercial,2020,2,24,12,20,16XX PANDORA ST,Grandview-Woodland,494781.6905,5458924.6821,Commercial
Break and Enter Commercial,2020,4,9,15,30,16XX PANDORA ST,Grandview-Woodland,494781.6905,5458924.6821,Commercial
Break and Enter Commercial,2020,6,17,16,30,16XX PANDORA ST,Grandview-Woodland,494781.6905,5458924.6821,Commercial
Break and Enter Commercial,2020,1,3,3,12,16XX PANDORA ST,Grandview-Woodland,494803.6251,5458924.412,Commercial
Break and Enter Commercial,2020,4,20,3,39,16XX PENDRELL ST,West End,489915.7313,5459322.8049,Commercial
Break and Enter Commercial,2020,4,10,3,1,16XX PENDRELL ST,West End,489916.532,5459322.0236,Commercial
Break and Enter Commercial,2020,5,22,21,0,16XX QUEBEC ST,Mount Pleasant,492562.1852,5457582.0706,Commercial
Break and Enter Commercial,2020,6,12,1,30,16XX RENFREW ST,Hastings-Sunrise,496778.8954,5457437.1013,Commercial
Break and Enter Commercial,2020,6,12,14,45,16XX RENFREW ST,Hastings-Sunrise,496779.0353,5457449.7219,Commercial
Break and Enter Commercial,2020,3,12,0,0,16XX ROBSON ST,West End,490361.0873,5459651.4651,Commercial
Break and Enter Commercial,2020,1,20,16,0,16XX SALT ST,Mount Pleasant,492286.4866,5457518.397,Commercial
Break and Enter Commercial,2020,1,26,21,14,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,Commercial
Break and Enter Commercial,2020,4,7,4,0,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,Commercial
Break and Enter Commercial,2020,10,5,6,0,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,Commercial
Break and Enter Commercial,2020,1,16,3,25,16XX SALT ST,Mount Pleasant,492288.7862,5457631.7875,Commercial
Break and Enter Commercial,2020,9,19,21,23,16XX SE MARINE DR,Victoria-Fraserview,494629.0648,5450911.9418,Commercial
Break and Enter Commercial,2020,9,25,5,0,16XX SE MARINE DR,Victoria-Fraserview,494629.0648,5450911.9418,Commercial
Break and Enter Commercial,2020,9,16,4,54,16XX STATION ST,Strathcona,492870.6794,5457575.3951,Commercial
Break and Enter Commercial,2020,12,28,0,42,16XX VENABLES ST,Grandview-Woodland,494848.8176,5458220.4143,Commercial
Break and Enter Commercial,2020,2,16,14,37,16XX W 10TH AVE,Fairview,489609.1726,5456674.5105,Commercial
Break and Enter Commercial,2020,10,27,1,52,16XX W 12TH AVE,Fairview,489662.7569,5456459.9576,Commercial
Break and Enter Commercial,2020,6,7,0,0,16XX W 13TH AVE,Fairview,489584.2608,5456352.0818,Commercial
Break and Enter Commercial,2020,10,13,8,58,16XX W 13TH AVE,Fairview,489693.6904,5456349.06,Commercial
Break and Enter Commercial,2020,3,10,3,29,16XX W 1ST AVE,Fairview,489609.9016,5457545.2847,Commercial
Break and Enter Commercial,2020,10,4,3,12,16XX W 1ST AVE,Fairview,489702.2257,5457540.9616,Commercial
Break and Enter Commercial,2020,1,26,14,41,1XX DUNLEVY AVE,Strathcona,493073.5146,5459006.3924,Commercial
Break and Enter Commercial,2020,1,30,21,24,1XX DUNLEVY AVE,Strathcona,493073.5146,5459006.3924,Commercial
Break and Enter Commercial,2020,1,31,4,36,1XX DUNLEVY AVE,Strathcona,493073.5146,5459006.3924,Commercial
Break and Enter Commercial,2020,4,10,6,40,1XX DUNLEVY AVE,Strathcona,493073.5146,5459006.3924,Commercial
Break and Enter Commercial,2020,5,4,16,50,1XX DUNLEVY AVE,Strathcona,493073.5652,5459008.2611,Commercial
Break and Enter Commercial,2020,1,19,23,44,1XX E 11TH AVE,Mount Pleasant,492591.7735,5456484.9341,Commercial
Break and Enter Commercial,2020,5,5,4,30,17XX COMOX ST,West End,489936.5185,5459466.188,Commercial
Break and Enter Commercial,2020,5,3,20,14,17XX COOK ST,Mount Pleasant,491985.4188,5457397.3966,Commercial
Break and Enter Commercial,2020,9,25,4,30,17XX DAVIE ST,West End,489708.1092,5459372.8081,Commercial
Break and Enter Commercial,2020,3,30,19,0,17XX DAVIE ST,West End,489718.6811,5459362.2899,Commercial
Break and Enter Commercial,2020,9,9,13,21,17XX DAVIE ST,West End,489727.1386,5459353.8753,Commercial
Break and Enter Commercial,2020,4,12,1,27,17XX DAVIE ST,West End,489742.0455,5459351.9429,Commercial
Break and Enter Commercial,2020,3,4,3,8,17XX E 18TH AVE,Kensington-Cedar Cottage,495024.3989,5455731.0072,Commercial
Break and Enter Commercial,2020,6,14,19,0,17XX E 18TH AVE,Kensington-Cedar Cottage,495024.3989,5455731.0072,Commercial
Break and Enter Commercial,2020,6,15,14,38,17XX E 18TH AVE,Kensington-Cedar Cottage,495024.3989,5455731.0072,Commercial
Break and Enter Commercial,2020,8,12,17,32,17XX E 22ND AVE,Kensington-Cedar Cottage,494999.7428,5455281.4088,Commercial
Break and Enter Commercial,2020,1,5,3,31,17XX E 41ST AVE,Victoria-Fraserview,494899.9562,5453313.129,Commercial
Break and Enter Commercial,2020,5,3,10,4,17XX E GEORGIA ST,Grandview-Woodland,494921.8411,5458420.2667,Commercial
Break and Enter Commercial,2020,10,11,20,0,17XX E KENT AVE S,Victoria-Fraserview,494919.0053,5450603.3164,Commercial
Break and Enter Commercial,2020,4,7,0,0,17XX E PENDER ST,Grandview-Woodland,494926.4997,5458611.41,Commercial
Break and Enter Commercial,2020,6,22,6,0,17XX E PENDER ST,Grandview-Woodland,494926.4997,5458611.41,Commercial
Break and Enter Commercial,2020,6,24,22,52,17XX E PENDER ST,Grandview-Woodland,494953.1561,5458610.9566,Commercial
Break and Enter Commercial,2020,2,10,9,37,17XX FRANCES ST,Grandview-Woodland,494937.3397,5458510.306,Commercial
Break and Enter Commercial,2020,4,19,0,0,17XX FRANCES ST,Grandview-Woodland,494991.3885,5458518.246,Commercial
Break and Enter Commercial,2020,3,23,16,30,17XX FRANKLIN ST,Grandview-Woodland,494967.6803,5458822.0218,Commercial
Break and Enter Commercial,2020,1,24,18,35,17XX HARO ST,West End,490128.2688,5459741.8649,Commercial
Break and Enter Commercial,2020,11,4,1,37,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494916.2494,5454960.9275,Commercial
Break and Enter Commercial,2020,4,11,0,15,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494953.2134,5454923.341,Commercial
Break and Enter Commercial,2020,12,10,0,30,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494953.2134,5454923.341,Commercial
